# MSD for model_b_900K from trajectories/model_b_ramp_900K.lammpstrj
# unwrapped=True; n_li=4; dt_fs=0.25; frame_steps=100; frame_dt_ps=0.025000
# columns: lag time (ps), 3D MSD, x-y MSD, z MSD (all A^2), time origins averaged, Li atoms averaged
time_ps,msd_3d_A2,msd_xy_A2,msd_z_A2,n_origins,n_li
7.550000,215.217398,214.770407,0.446991,99,4
7.575000,215.576185,215.124712,0.451473,98,4
7.600000,215.892973,215.418415,0.474558,97,4
7.625000,216.168095,215.660243,0.507851,96,4
7.650000,216.425638,215.884420,0.541218,95,4
7.675000,216.694489,216.130130,0.564360,94,4
7.700000,216.961647,216.389142,0.572505,93,4
7.725000,217.260529,216.698074,0.562454,92,4
7.750000,217.615045,217.076740,0.538306,91,4
7.775000,218.025732,217.514625,0.511107,90,4
7.800000,218.491898,217.998929,0.492969,89,4
7.825000,218.991932,218.501225,0.490707,88,4
7.850000,219.481844,218.980100,0.501743,87,4
7.875000,219.901007,219.382723,0.518284,86,4
7.900000,220.282394,219.753637,0.528757,85,4
7.925000,220.670963,220.147020,0.523943,84,4
7.950000,221.064635,220.560290,0.504345,83,4
7.975000,221.435829,220.963078,0.472750,82,4
8.000000,221.771834,221.332629,0.439205,81,4
8.025000,222.113901,221.697140,0.416761,80,4
8.050000,222.473693,222.059328,0.414365,79,4
8.075000,222.873056,222.441114,0.431941,78,4
8.100000,223.283244,222.823366,0.459878,77,4
8.125000,223.639333,223.153753,0.485580,76,4
8.150000,223.913903,223.412951,0.500952,75,4
8.175000,224.118674,223.613516,0.505158,74,4
8.200000,224.267321,223.767149,0.500172,73,4
8.225000,224.409298,223.920966,0.488332,72,4
8.250000,224.621313,224.143053,0.478260,71,4
8.275000,224.896508,224.414441,0.482066,70,4
8.300000,225.261391,224.755981,0.505410,69,4
8.325000,225.717591,225.175171,0.542421,68,4
8.350000,226.179650,225.598502,0.581148,67,4
8.375000,226.579181,225.966721,0.612460,66,4
8.400000,226.890487,226.263335,0.627152,65,4
8.425000,227.065972,226.450952,0.615020,64,4
8.450000,227.068632,226.494788,0.573845,63,4
8.475000,226.977556,226.462508,0.515048,62,4
8.500000,226.880798,226.430750,0.450048,61,4
8.525000,226.738633,226.344237,0.394396,60,4
8.550000,226.573303,226.214267,0.359037,59,4
8.575000,226.361468,226.010008,0.351460,58,4
8.600000,226.106622,225.739853,0.366769,57,4
8.625000,225.842606,225.448676,0.393930,56,4
8.650000,225.489305,225.068998,0.420307,55,4
8.675000,225.144659,224.705035,0.439624,54,4
8.700000,224.776500,224.333158,0.443342,53,4
8.725000,224.401375,223.969414,0.431961,52,4
8.750000,224.030645,223.621662,0.408983,51,4
8.775000,223.616459,223.235485,0.380975,50,4
8.800000,223.260439,222.902118,0.358321,49,4
8.825000,222.913744,222.564712,0.349032,48,4
8.850000,222.614276,222.263302,0.350974,47,4
8.875000,222.374802,222.014508,0.360294,46,4
8.900000,222.018302,221.643920,0.374383,45,4
8.925000,221.565907,221.177146,0.388762,44,4
8.950000,220.894438,220.491704,0.402734,43,4
8.975000,220.064816,219.655529,0.409287,42,4
9.000000,219.235386,218.832583,0.402803,41,4
9.025000,218.421223,218.038737,0.382486,40,4
9.050000,217.686712,217.331691,0.355021,39,4
9.075000,217.027060,216.693310,0.333750,38,4
9.100000,216.397177,216.069277,0.327900,37,4
9.125000,215.716645,215.379399,0.337246,36,4
9.150000,215.012642,214.653467,0.359175,35,4
9.175000,214.325275,213.936584,0.388691,34,4
9.200000,213.734311,213.323404,0.410907,33,4
9.225000,213.262098,212.847649,0.414449,32,4
9.250000,212.633680,212.230734,0.402946,31,4
9.275000,211.902657,211.525937,0.376720,30,4
9.300000,211.059096,210.718080,0.341016,29,4
9.325000,210.107633,209.797039,0.310595,28,4
9.350000,209.288144,208.992957,0.295187,27,4
9.375000,208.446218,208.138062,0.308157,26,4
9.400000,207.713763,207.367412,0.346351,25,4
9.425000,206.987201,206.591035,0.396165,24,4
9.450000,206.426860,205.995459,0.431401,23,4
9.475000,206.000599,205.570561,0.430037,22,4
9.500000,205.586552,205.200446,0.386106,21,4
9.525000,205.275292,204.957772,0.317520,20,4
9.550000,204.975489,204.716898,0.258591,19,4
9.575000,204.580496,204.339647,0.240848,18,4
9.600000,204.020116,203.751030,0.269086,17,4
9.625000,203.362371,203.040743,0.321628,16,4
9.650000,202.541464,202.163911,0.377553,15,4
9.675000,201.736836,201.327637,0.409199,14,4
9.700000,200.845713,200.450562,0.395151,13,4
9.725000,199.778788,199.440310,0.338478,12,4
9.750000,198.538969,198.270302,0.268667,11,4
9.775000,197.643601,197.433018,0.210584,10,4
9.800000,196.885674,196.702324,0.183350,9,4
9.825000,196.040768,195.849423,0.191346,8,4
9.850000,195.939539,195.726813,0.212725,7,4
9.875000,195.670100,195.421741,0.248359,6,4
9.900000,195.034024,194.770479,0.263546,5,4
9.925000,194.140237,193.899230,0.241007,4,4
9.950000,192.722669,192.480318,0.242351,3,4
9.975000,191.637652,191.394168,0.243483,2,4
10.000000,192.991787,192.789621,0.202166,1,4
