# MSD for model_a_600K from trajectories/model_a_ramp_600K.lammpstrj
# unwrapped=True; n_li=4; dt_fs=0.25; frame_steps=100; frame_dt_ps=0.025000
# columns: lag time (ps), 3D MSD, x-y MSD, z MSD (all A^2), time origins averaged, Li atoms averaged
time_ps,msd_3d_A2,msd_xy_A2,msd_z_A2,n_origins,n_li
2.725000,410.275522,409.699296,0.576226,292,4
2.750000,417.543624,416.954663,0.588961,291,4
2.775000,424.879303,424.276790,0.602513,290,4
2.800000,432.272254,431.661067,0.611186,289,4
2.825000,439.716169,439.104915,0.611254,288,4
2.850000,447.211728,446.608138,0.603590,287,4
2.875000,454.770406,454.177122,0.593284,286,4
2.900000,462.398939,461.811603,0.587336,285,4
2.925000,470.100287,469.509119,0.591169,284,4
2.950000,477.867484,477.264154,0.603330,283,4
2.975000,485.690645,485.073447,0.617198,282,4
3.000000,493.559938,492.934516,0.625422,281,4
3.025000,501.469705,500.846465,0.623241,280,4
3.050000,509.420153,508.807543,0.612609,279,4
3.075000,517.421072,516.821969,0.599103,278,4
3.100000,525.483411,524.893834,0.589577,277,4
3.125000,533.610754,533.020689,0.590065,276,4
3.150000,541.793744,541.191202,0.602542,275,4
3.175000,550.021121,549.398457,0.622664,274,4
3.200000,558.285276,557.642661,0.642615,273,4
3.225000,566.580001,565.925861,0.654140,272,4
3.250000,574.904712,574.252939,0.651773,271,4
3.275000,583.266151,582.629359,0.636792,270,4
3.300000,591.680132,591.064059,0.616073,269,4
3.325000,600.160280,599.561302,0.598979,268,4
3.350000,608.710584,608.118253,0.592331,267,4
3.375000,617.331867,616.732857,0.599010,266,4
3.400000,626.021539,625.404484,0.617056,265,4
3.425000,634.773571,634.134427,0.639144,264,4
3.450000,643.581772,642.925574,0.656198,263,4
3.475000,652.441460,651.779292,0.662168,262,4
3.500000,661.353630,660.697755,0.655875,261,4
3.525000,670.319073,669.677500,0.641573,260,4
3.550000,679.344657,678.717438,0.627220,259,4
3.575000,688.439327,687.819178,0.620149,258,4
3.600000,697.608835,696.985614,0.623221,257,4
3.625000,706.852403,706.217982,0.634421,256,4
3.650000,716.161824,715.511913,0.649910,255,4
3.675000,725.525222,724.861559,0.663662,254,4
3.700000,734.930555,734.260104,0.670451,253,4
3.725000,744.380693,743.712331,0.668362,252,4
3.750000,753.885306,753.225338,0.659968,251,4
3.775000,763.460593,762.809746,0.650848,250,4
3.800000,773.111471,772.465290,0.646181,249,4
3.825000,782.833519,782.184078,0.649441,248,4
3.850000,792.622557,791.961852,0.660705,247,4
3.875000,802.474903,801.798518,0.676385,246,4
3.900000,812.388125,811.697855,0.690270,245,4
3.925000,822.355205,821.658239,0.696966,244,4
3.950000,832.373380,831.679388,0.693992,243,4
3.975000,842.436120,841.753094,0.683025,242,4
4.000000,852.536783,851.867303,0.669480,241,4
4.025000,862.671254,862.011234,0.660021,240,4
